# Experiment start time: 1753165974.477364 seconds
# Local time: 20250722_143254
# Control phases: 0=CALIBRATION, 4=TRAJECTORY, 5=PAUSE_AT_TARGET, 6=PROBE_DESCENT, 7=PROBE_PAUSE, 8=CIRCULAR_MOTION
# Target force: 2.000000N
# Logging frequency: real-time (no artificial limits)
# ---------------------------------------
time,phase,pos_x,pos_y,pos_z,force_x,force_y,force_z,raw_force_z,force_magnitude,energy_level,energy_scale_factor
1753165975.833050,8,0.479899,0.087460,0.181010,0.019503,0.017496,-0.642704,-485.154419,0.643238,7.453772,1.000000
1753165975.843981,8,0.479899,0.087460,0.181010,0.019503,0.017496,-0.642704,-485.154419,0.643238,7.453772,1.000000
1753165975.854064,8,0.479899,0.087460,0.181010,0.019503,0.017496,-0.642704,-485.154419,0.643238,7.453772,1.000000
1753165975.865030,8,0.479899,0.087460,0.181010,0.019503,0.017496,-0.642704,-485.154419,0.643238,7.453755,1.000000
1753165975.875991,8,0.479899,0.087460,0.181010,0.026949,0.013128,-0.644596,-485.154419,0.645292,7.453755,1.000000
1753165975.886958,8,0.479899,0.087460,0.181010,-0.008679,0.000293,-0.663723,-485.220398,0.663779,7.453738,1.000000
1753165975.897035,8,0.479899,0.087460,0.181010,-0.008679,0.000293,-0.663723,-485.220398,0.663779,7.453738,1.000000
1753165975.907979,8,0.479899,0.087460,0.181010,-0.008679,0.000293,-0.663723,-485.220398,0.663779,7.453738,1.000000
1753165975.918036,8,0.479899,0.087460,0.181010,-0.008679,0.000293,-0.663723,-485.220398,0.663779,7.453738,1.000000
1753165975.929051,8,0.479899,0.087460,0.181010,-0.041124,-0.051235,-0.647137,-485.167603,0.650463,7.453738,1.000000
1753165975.939991,8,0.479899,0.087460,0.181010,-0.041124,-0.051235,-0.647137,-485.167603,0.650463,7.453738,1.000000
1753165975.950038,8,0.479899,0.087460,0.181010,-0.041124,-0.051235,-0.647137,-485.167603,0.650463,7.453738,1.000000
1753165975.961085,8,0.479899,0.087460,0.181010,-0.041124,-0.051235,-0.647137,-485.167603,0.650463,7.453738,1.000000
1753165975.971992,8,0.479899,0.087460,0.181010,-0.018878,-0.010430,-0.661030,-485.167603,0.661381,7.453738,1.000000
1753165975.983022,8,0.479899,0.087460,0.181010,-0.018878,-0.010430,-0.661030,-485.181091,0.661381,7.453736,1.000000
1753165975.994083,8,0.479899,0.087460,0.181010,-0.018878,-0.010430,-0.661030,-485.181091,0.661381,7.453736,1.000000
1753165976.005066,8,0.479899,0.087460,0.181010,-0.018878,-0.010430,-0.661030,-485.181091,0.661381,7.453736,1.000000
1753165976.015997,8,0.479899,0.087460,0.181010,-0.018878,-0.010430,-0.661030,-485.181091,0.661381,7.453734,1.000000
1753165976.027005,8,0.479899,0.087460,0.181010,0.003472,-0.024476,-0.655154,-485.114624,0.655620,7.453734,1.000000
1753165976.037083,8,0.479899,0.087460,0.181010,0.003472,-0.024476,-0.655154,-485.114624,0.655620,7.453710,1.000000
1753165976.047983,8,0.479899,0.087460,0.181010,0.003472,-0.024476,-0.655154,-485.114624,0.655620,7.453710,1.000000
1753165976.058024,8,0.479899,0.087460,0.181010,0.003472,-0.024476,-0.655154,-485.114624,0.655620,7.453710,1.000000
1753165976.069075,8,0.479899,0.087460,0.181010,0.000956,0.015648,-0.660390,-485.220490,0.660576,7.453710,1.000000
1753165976.079953,8,0.479899,0.087460,0.181010,0.000956,0.015648,-0.660390,-485.220490,0.660576,7.453710,1.000000
1753165976.090037,8,0.479899,0.087460,0.181010,0.000956,0.015648,-0.660390,-485.220490,0.660576,7.453710,1.000000
1753165976.100961,8,0.479899,0.087460,0.181010,0.000956,0.015648,-0.660390,-485.220490,0.660576,7.453710,1.000000
1753165976.111000,8,0.479899,0.087460,0.181010,0.000956,0.015648,-0.660390,-485.220490,0.660576,7.453710,1.000000
1753165976.121043,8,0.479899,0.087460,0.181010,-0.006544,-0.007144,-0.667240,-485.194031,0.667310,7.453710,1.000000
1753165976.131961,8,0.479899,0.087460,0.181010,-0.006544,-0.007144,-0.667240,-485.194031,0.667310,7.453710,1.000000
1753165976.142132,8,0.479899,0.087460,0.181010,-0.006544,-0.007144,-0.667240,-485.194031,0.667310,7.453710,1.000000
1753165976.153062,8,0.479899,0.087460,0.181010,-0.006544,-0.007144,-0.667240,-485.194031,0.667310,7.453710,1.000000
1753165976.164002,8,0.479899,0.087460,0.181010,-0.038305,-0.065005,-0.637685,-485.194031,0.642133,7.453692,1.000000
1753165976.174041,8,0.479899,0.087460,0.181010,-0.040749,-0.065815,-0.640869,-485.193970,0.645527,7.453692,1.000000
1753165976.184959,8,0.479899,0.087460,0.181010,-0.040749,-0.065815,-0.640869,-485.193970,0.645527,7.453692,1.000000
1753165976.194988,8,0.479899,0.087460,0.181010,-0.040749,-0.065815,-0.640869,-485.193970,0.645527,7.453681,1.000000
1753165976.205977,8,0.479899,0.087460,0.181010,-0.040749,-0.065815,-0.640869,-485.193970,0.645527,7.453681,1.000000
1753165976.215979,8,0.479899,0.087460,0.181010,-0.045154,-0.070031,-0.663348,-485.180573,0.668561,7.453681,1.000000
1753165976.226961,8,0.479899,0.087460,0.181010,-0.045154,-0.070031,-0.663348,-485.180573,0.668561,7.453671,1.000000
1753165976.236965,8,0.479899,0.087460,0.181010,-0.045154,-0.070031,-0.663348,-485.180573,0.668561,7.453671,1.000000
1753165976.247036,8,0.479899,0.087460,0.181010,-0.045154,-0.070031,-0.663348,-485.180573,0.668561,7.453623,1.000000
1753165976.257979,8,0.479899,0.087460,0.181010,-0.045154,-0.070031,-0.663348,-485.180573,0.668561,7.453623,1.000000
1753165976.267993,8,0.479899,0.087460,0.181010,0.005738,-0.030488,-0.652430,-485.193848,0.653168,7.453623,1.000000
1753165976.278988,8,0.479899,0.087460,0.181010,0.005738,-0.030488,-0.652430,-485.193848,0.653168,7.453623,1.000000
1753165976.289106,8,0.479899,0.087460,0.181010,0.005738,-0.030488,-0.652430,-485.193848,0.653168,7.453623,1.000000
1753165976.299972,8,0.479899,0.087460,0.181010,0.005738,-0.030488,-0.652430,-485.193848,0.653168,7.453623,1.000000
1753165976.310982,8,0.479899,0.087460,0.181010,0.001621,-0.032362,-0.664534,-485.220551,0.665323,7.453623,1.000000
1753165976.321061,8,0.479899,0.087460,0.181010,0.001621,-0.032362,-0.664534,-485.220551,0.665323,7.453623,1.000000
1753165976.332068,8,0.479899,0.087460,0.181010,0.001621,-0.032362,-0.664534,-485.220551,0.665323,7.453623,1.000000
1753165976.342988,8,0.479899,0.087460,0.181010,0.001621,-0.032362,-0.664534,-485.220551,0.665323,7.453587,1.000000
1753165976.353101,8,0.479899,0.087460,0.181010,0.001621,-0.032362,-0.664534,-485.220551,0.665323,7.453587,1.000000
1753165976.364062,8,0.479899,0.087460,0.181010,-0.016719,-0.018515,-0.666567,-485.180908,0.667034,7.453587,1.000000
1753165976.375090,8,0.479899,0.087460,0.181010,-0.016719,-0.018515,-0.666567,-485.180908,0.667034,7.453552,1.000000
1753165976.385984,8,0.479899,0.087460,0.181010,-0.016719,-0.018515,-0.666567,-485.180908,0.667034,7.453552,1.000000
1753165976.395985,8,0.479899,0.087460,0.181010,-0.016719,-0.018515,-0.666567,-485.180908,0.667034,7.453552,1.000000
1753165976.406001,8,0.479899,0.087460,0.181010,-0.046907,-0.050070,-0.651592,-485.207428,0.655194,7.453550,1.000000
1753165976.417153,8,0.479899,0.087460,0.181010,-0.046907,-0.050070,-0.651592,-485.207428,0.655194,7.453550,1.000000
1753165976.428053,8,0.479899,0.087460,0.181010,-0.046907,-0.050070,-0.651592,-485.207428,0.655194,7.453550,1.000000
1753165976.438954,8,0.479899,0.087460,0.181010,-0.046907,-0.050070,-0.651592,-485.207428,0.655194,7.453550,1.000000
1753165976.449052,8,0.479899,0.087460,0.181010,-0.046907,-0.050070,-0.651592,-485.207428,0.655194,7.453550,1.000000
1753165976.460021,8,0.479899,0.087460,0.181010,-0.011283,-0.011063,-0.662036,-485.220490,0.662225,7.453551,1.000000
1753165976.470036,8,0.479899,0.087460,0.181010,-0.011283,-0.011063,-0.662036,-485.220490,0.662225,7.453551,1.000000
1753165976.480967,8,0.479899,0.087460,0.181010,-0.011283,-0.011063,-0.662036,-485.220490,0.662225,7.453551,1.000000
1753165976.491016,8,0.479899,0.087459,0.181010,-0.011283,-0.011063,-0.662036,-485.220490,0.662225,7.453551,1.000000
1753165976.501143,8,0.479899,0.087458,0.181010,-0.012607,-0.045895,-0.639760,-485.140564,0.641528,7.453551,1.000000
1753165976.511971,8,0.479899,0.087457,0.181010,-0.012607,-0.045895,-0.639760,-485.140564,0.641528,7.453551,1.000000
1753165976.521987,8,0.479899,0.087456,0.181010,-0.012607,-0.045895,-0.639760,-485.140564,0.641528,7.453551,1.000000
1753165976.532032,8,0.479899,0.087455,0.181010,-0.012607,-0.045895,-0.639760,-485.140564,0.641528,7.453551,1.000000
1753165976.542971,8,0.479899,0.087453,0.181010,-0.012607,-0.045895,-0.639760,-485.140564,0.641528,7.453551,1.000000
1753165976.553041,8,0.479899,0.087451,0.181010,-0.021499,-0.015262,-0.631741,-485.193420,0.632291,7.453534,1.000000
